enrollee_id,city_development_index,gender,relevent_experience,enrolled_university,education_level,experience,company_size,last_new_job,training_hours,major_Arts,major_Business Degree,major_Humanities,major_No Major,major_Other,major_STEM,company_type_Early Stage Startup,company_type_Funded Startup,company_type_NGO,company_type_Other,company_type_Public Sector,company_type_Pvt Ltd
14124,0.624,0.5,0,1.0,2,3.0,3.2533282904689864,2.0004270082732853,52,0,0,0,0,0,0,0,0,0,0,0,0
22331,0.92,1.0,0,0.0,1,9.0,3.2533282904689864,0.0,42,0,0,0,0,0,0,0,0,0,0,0,0
14289,0.926,1.0,1,0.0,4,21.0,7.0,2.0,22,0,0,0,0,0,1,0,0,0,0,0,1
29191,0.762,1.0,0,0.0,3,12.0,7.0,5.0,51,0,0,1,0,0,0,0,0,0,0,1,0
22544,0.624,1.0,0,1.0,3,2.0,3.2533282904689864,0.0,13,0,0,0,0,0,1,0,0,0,0,0,0
27913,0.878,1.0,1,0.0,3,8.0,2.0,3.0,47,0,0,0,0,0,1,0,0,0,0,0,1
5813,0.843,1.0,0,1.0,3,4.0,3.2533282904689864,0.0,69,0,0,0,0,0,1,0,0,0,0,0,0
20608,0.624,0.5,1,1.0,4,5.0,3.2533282904689864,0.0,24,0,0,0,0,0,1,0,0,0,0,0,0
26945,0.926,1.0,1,1.0,3,8.0,2.0,1.0,41,0,0,0,0,0,1,0,0,0,0,0,1
23940,0.92,1.0,1,0.0,3,20.0,7.0,2.0,48,0,0,0,0,0,1,0,0,0,0,0,1
3992,0.92,1.0,1,0.0,3,4.0,2.0,1.0,204,0,0,0,0,0,1,0,0,0,0,0,1
32799,0.92,1.0,1,0.0,3,21.0,4.0,1.0,28,0,0,0,0,0,1,0,0,1,0,0,0
28342,0.92,0.5,1,0.5,4,15.0,5.0,2.0,17,0,0,0,0,0,1,0,0,0,0,0,1
30011,0.897,1.0,1,0.0,3,6.0,7.0,2.0,48,0,0,0,0,0,1,0,0,0,0,0,1
13486,0.926,1.0,1,0.5,4,19.0,2.0,2.0,4,0,0,0,0,1,0,0,0,0,0,0,1
14234,0.836,1.0,1,0.0,4,19.0,3.0,1.0,14,0,0,0,0,0,1,0,0,1,0,0,0
30452,0.848,1.0,1,0.0,3,9.0,0.0,5.0,8,0,0,0,0,0,1,0,0,0,0,0,1
27941,0.92,0.5,0,0.0,3,11.0,7.0,2.0,36,0,0,0,0,0,1,0,0,0,0,0,1
23996,0.624,1.0,0,0.0,3,2.0,3.2533282904689864,2.0,43,0,0,1,0,0,0,0,0,0,0,0,0
5141,0.762,1.0,1,0.0,3,8.0,2.0,5.0,87,0,0,0,0,0,1,0,0,0,0,0,1
519,0.924,0.5,1,0.0,3,21.0,7.0,2.0,90,0,0,0,0,0,1,0,0,0,0,0,1
19713,0.926,0.5,1,0.0,3,21.0,4.0,5.0,59,0,0,0,0,0,1,0,0,0,0,0,1
18121,0.898,1.0,1,0.0,4,9.0,2.0,1.0,10,0,0,0,0,0,1,0,0,0,0,0,1
32825,0.91,0.5,1,0.5,2,4.0,5.0,1.0,84,0,0,0,0,0,0,0,0,0,0,0,1
28678,0.74,1.0,1,0.0,3,4.0,3.0,2.0,292,0,0,0,0,0,1,0,0,0,0,0,1
14315,0.903,0.5,0,1.0,2,1.0,3.2533282904689864,0.0,122,0,0,0,0,0,0,0,0,0,0,0,0
5426,0.89,1.0,0,1.0,3,5.0,3.2533282904689864,1.0,35,0,0,0,0,0,1,0,0,0,0,0,0
11464,0.624,0.5,1,0.0,3,1.0,2.0,1.0,13,0,0,0,0,0,1,0,0,0,0,0,1
25320,0.91,1.0,0,0.5,3,19.0,0.0,5.0,9,0,1,0,0,0,0,0,0,0,0,0,1
21347,0.624,0.5,1,0.0,3,7.0,2.0,1.0,18,0,0,0,0,0,1,0,0,0,0,0,1
8580,0.92,0.0,1,0.0,3,14.0,2.0,1.0,23,0,0,0,0,0,1,0,1,0,0,0,0
14600,0.884,0.5,1,0.0,4,10.0,3.0,5.0,141,0,0,0,0,0,1,0,0,0,0,0,1
1468,0.92,1.0,1,0.0,3,3.0,2.0,2.0,20,0,0,1,0,0,0,0,0,0,1,0,0
22452,0.624,0.0,0,1.0,4,5.0,3.2533282904689864,0.0,26,0,0,0,0,0,1,0,0,0,0,0,0
7593,0.92,0.5,0,0.0,1,5.0,3.2533282904689864,0.0,25,0,0,0,0,0,0,0,0,0,0,0,0
21289,0.624,1.0,1,0.0,3,5.0,1.0,3.0,6,0,0,0,1,0,0,0,0,0,0,0,1
4892,0.624,1.0,1,0.0,3,8.0,6.0,0.0,174,0,0,0,0,0,1,0,0,0,0,0,1
24498,0.624,1.0,0,0.0,3,3.0,7.0,1.0,8,0,0,0,0,0,1,0,0,0,0,0,1
29023,0.91,1.0,1,0.0,3,7.0,7.0,1.0,30,0,0,0,0,0,1,0,0,0,0,0,1
23526,0.698,1.0,0,0.0,0,6.0,3.2533282904689864,2.0,136,0,0,0,0,0,0,0,0,0,0,0,0
14947,0.884,1.0,1,0.0,3,10.0,3.0,1.0,21,0,0,0,0,0,1,0,0,0,0,0,1
155,0.725,0.5,0,1.0,3,5.0,3.2533282904689864,0.0,190,0,0,0,0,0,1,0,0,0,0,0,1
11725,0.924,0.5,1,1.0,3,11.0,2.0,4.0,10,0,0,0,0,0,1,0,0,0,0,0,1
20288,0.92,1.0,1,0.0,0,6.0,3.2533282904689864,2.0,62,0,0,0,0,0,0,0,0,0,0,0,0
2104,0.899,1.0,1,0.0,3,21.0,3.0,5.0,32,0,0,1,0,0,0,0,1,0,0,0,0
13329,0.926,1.0,1,0.0,5,21.0,3.2533282904689864,5.0,4,0,0,0,0,0,1,0,0,0,0,0,0
339,0.754,0.5,1,0.5,2,14.0,3.2533282904689864,1.0,23,0,0,0,0,0,0,0,0,0,0,0,0
25969,0.91,1.0,1,0.0,3,21.0,7.0,5.0,38,0,0,0,0,0,1,0,0,0,0,0,1
28266,0.624,1.0,1,0.0,3,7.0,3.0,1.0,220,0,0,0,0,0,1,1,0,0,0,0,0
2047,0.698,0.5,1,0.0,3,4.0,3.0,0.0,44,0,0,0,0,0,1,0,0,0,0,0,1
27461,0.92,1.0,1,0.0,4,18.0,2.0,5.0,59,0,0,0,0,0,1,0,1,0,0,0,0
4152,0.855,0.5,1,1.0,3,4.0,4.0,4.0,152,0,0,0,0,0,1,0,0,0,0,0,1
8126,0.884,0.5,1,1.0,3,11.0,2.0,1.0,10,0,0,0,0,0,1,0,0,0,0,0,1
17091,0.92,1.0,0,1.0,2,1.0,3.2533282904689864,1.0,45,0,0,0,0,0,0,0,0,0,0,0,0
21748,0.836,0.5,0,0.0,1,1.0,3.2533282904689864,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0
102,0.92,1.0,1,0.0,4,19.0,3.0,5.0,37,0,0,0,0,0,1,0,1,0,0,0,0
19797,0.624,0.0,1,1.0,4,13.0,3.0,5.0,8,0,0,0,0,0,1,0,0,0,0,0,1
13016,0.92,1.0,0,1.0,3,4.0,3.2533282904689864,2.0,61,0,0,0,0,0,1,0,0,0,0,0,0
30873,0.92,1.0,1,0.0,3,13.0,1.0,1.0,157,0,0,0,0,0,1,0,1,0,0,0,0
21376,0.624,1.0,0,1.0,3,4.0,1.0,1.0,42,0,0,0,0,0,1,0,0,0,0,0,1
981,0.92,1.0,1,0.0,3,12.0,7.0,2.0,54,0,0,0,0,0,1,0,0,0,0,0,1
18173,0.6890000000000001,1.0,1,1.0,3,16.0,0.0,4.0,51,0,0,0,0,0,1,1,0,0,0,0,0
25169,0.939,0.5,0,0.5,2,2.0,5.0,2.0,136,0,0,0,0,0,0,0,0,0,0,0,1
23807,0.722,0.5,0,0.0,4,12.0,3.2533282904689864,5.0,98,0,0,0,0,0,1,0,0,0,0,0,0
20898,0.55,1.0,0,1.0,2,3.0,3.2533282904689864,0.0,19,0,0,0,0,0,0,0,0,0,0,0,0
17311,0.92,0.5,0,0.5,3,2.0,3.0,1.0,202,0,0,0,0,0,1,0,0,0,0,0,1
866,0.92,1.0,1,0.0,3,9.0,3.2533282904689864,2.0,22,0,0,0,0,0,1,0,0,0,0,0,0
24690,0.8270000000000001,0.5,1,0.0,4,13.0,0.0,1.0,15,0,0,0,0,0,1,0,0,0,0,0,0
25311,0.91,1.0,1,0.0,3,11.0,3.2533282904689864,2.0,112,0,0,0,0,0,1,0,0,0,0,0,0
22257,0.92,1.0,1,0.0,4,11.0,3.0,1.0,6,0,0,0,0,0,1,0,0,0,0,0,1
10828,0.897,1.0,1,0.0,4,11.0,2.0,2.0,12,0,0,0,0,0,1,0,0,0,0,0,1
32092,0.92,0.0,1,0.0,4,15.0,7.0,5.0,55,0,0,0,0,0,1,0,0,0,0,0,1
10886,0.92,0.0,1,0.0,3,12.0,6.0,4.0,54,0,0,0,0,0,1,0,0,0,0,0,1
16974,0.92,1.0,1,0.0,3,3.0,3.2533282904689864,2.0,112,0,0,0,0,0,1,0,0,0,0,0,0
27368,0.865,1.0,1,0.0,4,21.0,2.0,5.0,113,0,1,0,0,0,0,0,0,0,0,0,1
391,0.92,0.5,1,0.5,3,6.0,3.2533282904689864,0.0,194,0,0,0,0,0,1,0,0,0,0,0,0
19519,0.624,0.5,1,0.0,4,5.0,3.2533282904689864,1.0,56,0,0,0,0,0,1,0,0,0,0,0,0
30170,0.897,1.0,1,0.0,0,21.0,3.2533282904689864,1.0,15,0,0,0,0,0,0,0,0,0,0,0,0
18413,0.92,1.0,0,0.0,3,0.0,3.2533282904689864,0.0,23,0,0,0,0,0,1,0,0,0,0,0,0
28992,0.624,1.0,1,0.0,3,5.0,7.0,1.0,330,0,0,0,0,0,1,0,0,0,0,0,1
32794,0.843,1.0,0,1.0,3,2.0,3.2533282904689864,0.0,16,0,0,0,0,0,1,0,0,0,0,0,1
5224,0.74,1.0,0,0.0,3,21.0,3.2533282904689864,1.0,12,0,0,0,0,0,1,0,0,0,0,0,0
6277,0.762,0.5,0,0.0,4,9.0,7.0,5.0,10,1,0,0,0,0,0,0,0,0,0,0,1
9141,0.92,1.0,1,0.0,3,21.0,3.2533282904689864,5.0,6,0,0,0,0,0,1,0,0,0,0,0,0
29747,0.92,1.0,1,0.0,3,21.0,6.0,2.0,53,0,0,0,0,0,1,0,0,0,0,1,0
7452,0.926,1.0,0,1.0,2,6.0,3.2533282904689864,0.0,45,0,0,0,0,0,0,0,0,0,0,0,0
20378,0.92,1.0,0,1.0,3,7.0,3.2533282904689864,1.0,152,0,0,0,0,0,1,0,0,0,0,0,0
20399,0.7659999999999999,0.5,0,1.0,3,3.0,7.0,2.0004270082732853,13,0,0,0,0,0,1,0,0,0,0,0,0
31035,0.479,0.5,0,0.0,2,2.0,4.0,2.0,39,0,0,0,0,0,0,0,0,0,0,0,1
17514,0.92,1.0,1,0.0,4,5.0,7.0,5.0,6,0,0,0,0,0,1,0,0,0,0,0,1
2774,0.926,0.5,1,1.0,2,9.0,0.0,1.0,151,0,0,0,0,0,0,1,0,0,0,0,0
22427,0.55,1.0,1,1.0,3,18.0,3.2533282904689864,1.0,8,0,0,0,0,0,1,0,0,0,0,0,0
25337,0.804,1.0,1,0.0,4,11.0,2.0,1.0,154,0,0,0,0,0,1,0,0,0,0,0,1
12950,0.91,1.0,1,0.0,3,7.0,1.0,1.0,11,0,0,0,0,0,1,0,0,0,0,0,1
18082,0.855,1.0,0,1.0,3,2.0,3.2533282904689864,0.0,25,0,0,0,0,0,1,0,0,0,0,0,0
12902,0.698,1.0,1,0.5,3,4.0,3.0,1.0,33,0,0,0,0,0,1,0,0,0,0,0,1
4657,0.926,1.0,1,0.5,0,21.0,3.2533282904689864,0.0,52,0,0,0,0,0,0,0,0,0,0,0,0
12887,0.698,1.0,1,1.0,3,6.0,3.2533282904689864,1.0,13,0,0,0,0,0,1,0,0,0,0,0,0
5153,0.92,1.0,1,0.0,4,5.0,2.0,1.0,76,0,0,0,0,0,1,0,0,0,0,0,1
30747,0.92,1.0,1,0.0,3,16.0,3.2533282904689864,1.0,32,0,0,1,0,0,0,0,0,0,0,0,0
10614,0.91,1.0,1,0.0,3,14.0,2.0,2.0,35,0,0,0,0,0,1,0,0,0,0,0,1
22926,0.91,1.0,1,0.0,0,9.0,2.0,1.0,52,0,0,0,0,0,0,0,0,0,0,0,1
16438,0.897,0.5,0,0.0,5,12.0,3.2533282904689864,2.0,53,0,0,0,0,0,1,0,0,0,0,0,0
2389,0.939,1.0,1,0.0,2,6.0,0.0,0.0,31,0,0,0,0,0,0,1,0,0,0,0,0
8389,0.925,1.0,1,0.0,3,5.0,2.0,1.0,22,0,0,0,0,0,1,0,1,0,0,0,0
6924,0.802,1.0,0,0.0,3,1.0,1.0,1.0,51,0,0,0,0,0,1,0,0,0,1,0,0
28338,0.91,1.0,1,0.0,3,21.0,7.0,1.0,41,0,0,0,0,0,1,0,0,0,0,1,0
15075,0.92,1.0,1,0.0,3,8.0,4.0,2.0,214,0,0,0,0,0,1,0,0,0,0,0,0
27491,0.92,0.5,1,0.5,4,3.0,3.2533282904689864,1.0,40,1,0,0,0,0,0,0,0,0,0,0,0
17076,0.92,0.5,1,0.0,4,11.0,7.0,1.0,37,0,0,0,0,0,1,0,0,0,0,0,1
3618,0.92,0.5,0,1.0,3,5.0,3.2533282904689864,1.0,90,0,0,0,0,0,1,0,0,0,0,0,0
30417,0.92,1.0,1,0.0,3,21.0,3.2533282904689864,5.0,36,0,0,0,0,0,1,0,0,0,0,0,0
1102,0.91,1.0,1,0.0,5,21.0,3.0,1.0,23,0,0,0,0,0,1,0,0,1,0,0,0
12611,0.92,1.0,1,0.0,2,5.0,3.2533282904689864,1.0,24,0,0,0,0,0,0,0,0,0,0,0,0
27968,0.8270000000000001,0.5,1,0.0,4,7.0,0.0,4.0,16,0,0,0,0,0,1,1,0,0,0,0,0
8088,0.939,0.0,0,0.5,3,9.0,3.2533282904689864,0.0,9,0,0,0,0,0,1,0,0,0,0,0,0
15559,0.8959999999999999,1.0,1,0.0,3,21.0,1.0,2.0,46,0,0,0,0,0,1,0,0,0,0,0,1
26854,0.698,0.5,0,0.0,2,1.0,3.2533282904689864,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0
3152,0.743,1.0,0,1.0,3,5.0,0.0,1.0,304,0,0,0,0,0,1,1,0,0,0,0,0
27087,0.866,1.0,1,0.0,4,21.0,6.0,1.0,42,0,0,0,0,0,1,0,0,0,0,0,1
29867,0.92,0.5,1,1.0,3,11.0,2.0,1.0,170,0,0,0,0,0,1,0,0,0,0,0,1
33266,0.92,1.0,1,0.0,3,14.0,2.0,5.0,58,0,0,0,0,0,1,0,0,0,0,0,1
6500,0.698,0.5,0,1.0,3,5.0,0.0,1.0,108,0,0,0,0,0,1,0,0,0,0,1,0
19250,0.92,1.0,1,0.0,3,7.0,4.0,1.0,50,1,0,0,0,0,0,0,0,0,0,0,1
6887,0.624,1.0,1,0.0,3,10.0,7.0,1.0,24,0,0,0,0,0,1,0,0,0,0,0,1
19386,0.847,1.0,0,0.5,3,9.0,4.0,5.0,29,0,0,0,0,0,1,0,0,0,0,0,1
7074,0.73,1.0,1,0.5,3,5.0,0.0,1.0,16,0,0,0,0,0,1,0,0,0,0,0,1
17713,0.926,0.5,0,0.0,5,21.0,3.2533282904689864,1.0,48,0,0,1,0,0,0,0,0,0,0,0,0
19809,0.887,1.0,1,1.0,3,21.0,2.0,1.0,23,0,0,0,0,0,1,0,0,0,0,0,1
20420,0.897,0.0,0,1.0,5,6.0,3.0,1.0,158,0,0,0,0,0,1,0,0,0,0,1,0
3267,0.91,1.0,0,1.0,4,10.0,3.2533282904689864,2.0,48,0,0,0,0,0,1,0,0,0,0,0,0
13794,0.92,1.0,1,0.0,3,6.0,3.0,1.0,100,0,0,0,0,0,1,0,0,0,0,0,1
6853,0.624,0.5,1,1.0,3,1.0,2.0,0.0,5,0,0,0,0,0,1,0,0,1,0,0,0
21794,0.848,1.0,1,0.0,3,10.0,0.0,1.0,39,0,0,0,0,0,1,0,0,0,0,0,1
7068,0.92,1.0,0,0.0,3,21.0,3.2533282904689864,5.0,17,0,0,0,0,0,1,0,0,0,0,0,0
6279,0.926,0.5,1,0.0,4,18.0,5.0,2.0,46,0,0,0,0,0,1,0,0,0,0,1,0
29988,0.624,0.5,1,0.0,3,3.0,3.2533282904689864,2.0,62,0,0,0,0,0,1,0,0,0,0,0,0
13332,0.55,1.0,1,0.5,3,4.0,0.0,1.0,25,0,0,0,0,0,1,0,0,1,0,0,0
4592,0.698,1.0,0,1.0,2,2.0,3.2533282904689864,2.0004270082732853,18,0,0,0,0,0,0,0,0,0,0,0,0
3663,0.92,1.0,1,0.0,3,21.0,4.0,5.0,86,0,0,0,0,0,1,0,0,0,0,0,1
21212,0.92,0.5,0,0.0,4,1.0,3.2533282904689864,0.0,81,0,0,0,0,0,1,0,0,0,0,0,0
18923,0.91,1.0,0,1.0,3,4.0,3.2533282904689864,0.0,21,0,0,0,0,0,1,0,0,0,0,0,0
4020,0.92,1.0,1,0.0,3,21.0,7.0,2.0,54,0,0,0,0,0,1,0,0,0,0,0,1
20386,0.939,0.0,1,0.0,3,6.0,2.0,1.0,7,0,0,0,0,0,1,1,0,0,0,0,0
28710,0.624,1.0,1,0.0,4,5.0,7.0,2.0,56,0,0,0,0,0,1,0,0,0,0,0,1
25545,0.92,1.0,0,0.0,3,15.0,2.0,1.0,160,0,0,1,0,0,0,0,0,0,0,0,1
31231,0.624,1.0,1,0.0,3,5.0,3.0,1.0,124,0,0,0,0,0,1,0,0,0,0,0,1
30953,0.624,0.5,0,0.0,2,0.0,3.2533282904689864,0.0,15,0,0,0,0,0,0,0,0,0,0,0,0
7920,0.698,1.0,1,0.0,4,15.0,2.0,2.0,96,0,0,0,0,0,1,0,0,0,0,0,1
8039,0.624,0.5,0,0.0,3,10.0,3.2533282904689864,5.0,22,0,1,0,0,0,0,0,0,0,0,0,0
6790,0.698,1.0,1,1.0,4,15.0,3.2533282904689864,1.0,100,0,0,0,0,0,1,0,0,0,0,0,0
6365,0.579,1.0,0,0.0,3,6.0,0.0,0.0,8,0,0,0,0,0,1,0,1,0,0,0,0
19676,0.624,0.5,1,0.0,4,5.0,3.0,1.0,87,0,0,0,0,0,1,0,0,0,0,0,1
13384,0.897,1.0,1,0.0,4,16.0,2.0,5.0,16,0,0,0,0,0,1,0,0,0,0,0,1
9350,0.804,0.5,0,0.0,3,7.0,3.2533282904689864,0.0,33,0,0,0,0,0,1,0,0,0,0,0,0
2901,0.924,1.0,1,0.0,3,6.0,2.0,1.0,12,0,0,0,0,0,0,0,0,0,0,0,1
17040,0.926,1.0,1,0.0,3,4.0,3.0,2.0,3,0,0,0,0,0,1,0,0,0,0,0,1
19216,0.92,1.0,1,0.0,3,10.0,5.0,1.0,11,0,0,0,0,0,1,0,0,0,0,0,1
11012,0.754,1.0,1,0.0,2,21.0,3.2533282904689864,0.0,112,0,0,0,0,0,0,0,0,0,0,0,0
9133,0.855,1.0,0,0.5,2,4.0,2.0,2.0,96,0,0,0,0,0,0,0,0,0,0,0,1
18595,0.555,0.5,0,1.0,3,2.0,3.2533282904689864,1.0,3,0,0,0,0,0,1,0,0,0,0,0,0
32562,0.479,0.5,1,0.0,0,18.0,3.2533282904689864,0.0,61,0,0,0,0,0,0,0,0,0,0,0,0
14686,0.624,0.5,1,1.0,3,4.0,2.0,1.0,105,0,0,0,0,0,1,0,0,0,0,0,1
7337,0.802,1.0,1,0.0,4,9.0,5.0,2.0,51,0,0,0,0,0,1,0,0,0,0,0,1
31737,0.924,1.0,1,0.0,3,21.0,5.0,5.0,84,0,0,0,0,0,1,0,0,0,0,0,1
29146,0.727,1.0,1,1.0,2,1.0,2.0,0.0,23,0,0,0,0,0,0,0,1,0,0,0,0
31102,0.92,1.0,0,0.0,1,5.0,3.2533282904689864,0.0,20,0,0,0,0,0,0,0,0,0,0,0,0
26427,0.802,1.0,1,0.0,3,10.0,2.0,5.0,52,0,0,0,0,0,1,0,0,0,0,0,1
5463,0.624,0.5,1,0.0,4,8.0,7.0,1.0,36,0,0,0,0,0,1,0,0,0,0,0,1
16305,0.624,0.5,0,1.0,3,3.0,3.2533282904689864,0.0,74,0,0,0,0,0,1,0,0,0,0,0,0
15508,0.899,1.0,1,0.0,3,16.0,5.0,0.0,5,0,0,0,0,0,1,0,0,0,0,0,1
30305,0.743,1.0,1,0.0,4,21.0,2.0,5.0,68,0,0,0,0,0,1,0,0,0,0,0,1
29610,0.624,0.5,0,1.0,3,4.0,3.2533282904689864,1.0,45,0,0,0,0,0,1,0,0,0,0,0,0
4723,0.84,1.0,1,0.0,3,11.0,3.2533282904689864,5.0,6,0,0,0,0,0,1,0,0,0,0,0,0
26844,0.91,1.0,1,0.0,3,20.0,2.0,1.0,103,0,0,0,0,0,1,0,0,0,0,0,1
21013,0.802,1.0,1,1.0,3,2.0,1.0,2.0,50,0,0,0,0,0,1,0,0,0,0,0,1
30932,0.926,0.5,1,0.0,4,15.0,1.0,0.0,294,0,0,0,0,0,1,0,0,0,0,0,1
8633,0.91,1.0,0,1.0,2,5.0,3.2533282904689864,1.0,67,0,0,0,0,0,0,0,0,0,0,0,0
14162,0.698,1.0,0,0.0,3,11.0,3.2533282904689864,2.0,108,0,0,0,0,0,1,0,0,0,0,0,0
14902,0.856,1.0,1,1.0,3,8.0,2.0,5.0,18,0,0,0,0,0,1,0,0,0,0,0,1
30473,0.624,1.0,1,0.0,3,8.0,5.0,1.0,48,0,0,0,0,0,1,0,0,0,0,0,1
14680,0.624,1.0,0,0.0,0,3.0,3.2533282904689864,0.0,111,0,0,0,0,0,0,0,0,0,0,0,0
8992,0.92,1.0,1,0.0,3,21.0,2.0,1.0,151,0,0,0,0,0,1,0,1,0,0,0,0
4757,0.855,1.0,1,0.0,0,21.0,3.2533282904689864,1.0,108,0,0,0,0,0,0,0,0,0,0,0,0
30396,0.7659999999999999,1.0,1,0.0,3,6.0,0.0,0.0,17,0,0,0,0,0,1,1,0,0,0,0,0
13120,0.55,1.0,0,1.0,1,3.0,3.2533282904689864,0.0,210,0,0,0,0,0,0,0,0,0,0,0,0
24032,0.624,1.0,1,0.0,3,19.0,3.0,5.0,50,0,0,0,0,0,1,0,0,0,0,0,1
15996,0.92,1.0,1,0.0,3,21.0,5.0,3.0,9,0,0,0,0,0,1,0,0,0,0,1,0
18028,0.92,1.0,0,1.0,2,9.0,3.2533282904689864,1.0,82,0,0,0,0,0,0,0,0,0,0,0,0
7057,0.73,1.0,1,0.0,3,4.0,4.0,1.0,47,0,0,0,0,0,1,0,0,0,0,1,0
31889,0.92,1.0,0,0.0,1,3.0,3.2533282904689864,1.0,17,0,0,0,0,0,0,0,0,0,0,0,0
24001,0.698,1.0,1,0.0,3,21.0,5.0,5.0,54,0,0,0,0,0,1,0,0,0,0,0,1
15884,0.6659999999999999,1.0,0,0.0,3,17.0,4.0,2.0,60,0,1,0,0,0,0,0,0,0,0,0,1
3740,0.624,1.0,1,0.0,4,7.0,5.0,1.0,15,0,0,0,0,0,1,0,0,0,0,0,1
28362,0.92,1.0,1,0.0,3,19.0,1.0,5.0,42,0,0,0,1,0,0,0,0,0,0,0,1
2544,0.855,0.5,0,0.0,3,18.0,5.0,5.0,48,0,1,0,0,0,0,0,0,0,0,0,1
24679,0.624,0.5,1,1.0,3,3.0,0.0,1.0,43,0,0,0,0,0,1,0,0,0,0,1,0
6007,0.804,1.0,1,0.0,3,21.0,3.0,5.0,8,0,0,0,0,0,1,0,0,0,0,0,1
14509,0.764,1.0,1,0.5,3,5.0,3.2533282904689864,5.0,78,0,0,0,0,0,1,0,0,0,0,0,1
9803,0.8270000000000001,1.0,1,0.0,4,20.0,3.0,5.0,9,0,0,0,0,0,1,0,0,0,0,0,1
27202,0.92,1.0,1,0.0,3,15.0,3.2533282904689864,1.0,50,0,0,0,0,0,1,0,0,0,0,0,0
30039,0.92,0.5,1,0.0,3,21.0,2.0,1.0,126,0,0,0,0,0,1,0,0,0,0,0,1
25439,0.899,1.0,1,0.0,3,4.0,5.0,1.0,32,0,0,0,0,0,1,0,0,0,0,0,1
3816,0.836,1.0,1,0.0,4,10.100141413083328,4.0,1.0,21,0,0,0,0,0,1,0,0,0,0,0,0
9811,0.92,0.0,0,1.0,3,0.0,3.2533282904689864,2.0,29,0,0,0,0,0,1,0,0,0,0,0,0
17591,0.92,0.5,0,0.0,0,3.0,3.2533282904689864,0.0,174,0,0,0,0,0,0,0,0,0,0,0,0
26624,0.91,1.0,1,0.0,3,16.0,1.0,3.0,202,0,0,0,0,0,1,0,0,0,0,0,1
28685,0.915,0.5,1,0.0,3,6.0,3.2533282904689864,1.0,53,0,0,0,0,0,1,0,0,0,0,0,0
975,0.92,0.5,1,0.0,3,7.0,3.0,2.0,19,0,0,0,0,0,1,0,0,0,1,0,0
10787,0.923,1.0,1,0.0,3,13.0,3.0,1.0,10,0,0,0,0,0,1,0,0,0,0,0,0
19080,0.8959999999999999,1.0,1,0.0,3,12.0,4.0,2.0,57,0,0,0,0,0,1,0,1,0,0,0,0
16275,0.698,1.0,1,0.0,4,10.0,5.0,3.0,39,0,0,0,0,0,1,0,0,0,0,0,1
109,0.92,1.0,1,0.0,3,14.0,5.0,5.0,80,0,0,0,0,1,0,0,0,0,0,0,1
20882,0.855,0.5,1,0.0,4,13.0,3.2533282904689864,1.0,202,0,0,0,0,0,1,0,0,0,0,0,0
20733,0.91,1.0,1,0.0,4,10.0,7.0,5.0,47,0,0,0,0,0,1,0,0,0,0,0,1
15897,0.92,1.0,1,0.0,3,8.0,4.0,1.0,30,0,0,0,0,0,1,0,0,0,0,1,0
32903,0.926,1.0,0,0.0,4,21.0,2.0,5.0,15,0,0,0,0,0,1,0,0,0,0,1,0
29382,0.92,1.0,1,0.0,3,21.0,3.2533282904689864,1.0,112,0,0,0,0,0,1,0,0,0,0,0,0
2313,0.923,1.0,0,0.0,3,21.0,2.0,5.0,14,0,0,0,0,0,1,0,0,0,0,0,1
11911,0.92,0.5,1,0.5,3,19.0,5.0,1.0,68,0,0,0,0,0,1,0,0,0,0,0,1
16751,0.855,0.0,1,1.0,3,5.0,3.2533282904689864,1.0,158,0,0,0,0,0,1,0,0,0,0,0,0
18134,0.7759999999999999,1.0,1,0.0,4,11.0,3.2533282904689864,1.0,153,0,0,0,0,0,1,0,0,0,0,0,0
17119,0.92,0.5,1,0.0,3,16.0,3.2533282904689864,0.0,9,0,0,0,0,0,1,0,0,0,0,0,0
17064,0.92,0.5,0,1.0,3,6.0,3.2533282904689864,1.0,90,0,0,0,0,0,1,0,0,0,0,0,0
11843,0.91,1.0,1,0.0,3,6.0,3.2533282904689864,1.0,107,0,0,0,0,0,1,0,0,0,0,0,0
23841,0.84,0.5,1,0.0,5,21.0,5.0,1.0,210,0,0,0,0,0,1,0,0,0,0,0,1
3336,0.92,1.0,1,0.0,3,10.0,3.0,5.0,22,0,1,0,0,0,0,0,0,1,0,0,0
5530,0.8959999999999999,1.0,1,0.5,3,19.0,2.0,1.0,80,0,0,0,0,0,1,0,0,0,0,0,1
25156,0.926,1.0,0,0.0,3,9.0,3.2533282904689864,0.0,132,1,0,0,0,0,0,0,0,0,0,0,0
1115,0.8270000000000001,0.5,1,0.5,3,3.0,7.0,2.0,8,0,0,0,0,0,1,0,0,0,0,0,1
1487,0.91,1.0,1,0.0,3,3.0,2.0,3.0,15,0,0,0,0,0,1,0,0,0,0,0,1
24406,0.624,1.0,0,1.0,3,6.0,3.2533282904689864,1.0,28,0,0,0,0,0,1,0,0,0,0,0,0
27591,0.91,1.0,0,0.0,3,10.0,4.0,3.0,8,0,0,0,0,0,1,0,0,0,0,0,1
28755,0.887,1.0,0,0.0,2,2.0,3.2533282904689864,1.0,40,0,0,0,0,0,0,0,0,0,0,0,0
